study,subject,problem,risky_choice,dom,cert,ev_risky,ev_safe,ev_diff,cv_risky,cv_safe,cv_diff,first_author,out_risky_1,out_risky_2,prob_risky_1,prob_risky_2,out_safe_1,out_safe_2,prob_safe_1,prob_safe_2
GFHAH12_2,48,000000060471560530000001806424036,0,Gain,FALSE,8.55,12.384,-3.8339999999999996,6.555263157894733,4.527627906976744,2.0276352509179887,glo,15.6,0.6,0.53,0.47,2.4,18,0.36,0.64
GFHAH12_2,48,000000120522004800000016204647054,0,Gain,FALSE,10.224,9.99,0.23399999999999999,8.628582159624413,3.288378378378379,5.340203781246034,glo,1.2,20,0.52,0.48,4.7,16.2,0.54,0.46
GFHAH12_2,48,0000001060459705500000013805562045,0,Gain,FALSE,10.38,10.105,0.27500000000000036,1.3772254335260121,0.019839188520532715,1.3573862450054794,glo,13.8,6.2,0.55,0.45,10.6,9.7,0.45,0.55
GFHAH12_2,48,0000001706182040000001506161039,0,Gain,FALSE,8.3,11.529,-3.228999999999999,7.872289156626502,1.6344920634920623,6.23779709313444,glo,18.2,1.7,0.4,0.6,6.1,15,0.39,0.61
GFHAH12_2,48,0000001140512905000000134054105,0,Gain,FALSE,8.75,12.15,-3.4000000000000004,2.4711428571428575,0.046296296296296294,2.4248465608465612,glo,4.1,13.4,0.5,0.5,12.9,11.4,0.5,0.5
GFHAH12_2,48,0000001750375906300000021803539065,1,Gain,FALSE,10.165,10.192,-0.027000000000001023,7.171005902606988,3.0775054945054934,4.0935004081014945,glo,3.9,21.8,0.65,0.35,5.9,17.5,0.63,0.37
GFHAH12_2,49,00000011104511505500000011905437046,0,Gain,FALSE,8.128000000000002,11.32,-3.1919999999999984,2.0549232283464525,0.0034982332155483378,2.0514249951309043,glo,3.7,11.9,0.46,0.54,11.1,11.5,0.45,0.55
GFHAH12_2,49,0000001110538404700000016204343057,0,Gain,FALSE,9.416999999999998,9.831,-0.4140000000000015,3.6857397260274016,0.18471559353066833,3.5010241324967333,glo,16.2,4.3,0.43,0.57,11.1,8.4,0.53,0.47
GFHAH12_2,49,000000101036980640000001904427056,0,Gain,FALSE,9.872,9.908,-0.03599999999999959,6.631484602917343,0.002092854259187308,6.629391748658156,glo,2.7,19,0.56,0.44,9.8,10.1,0.64,0.36
GFHAH12_2,49,000000060612330390000000804617054,1,Gain,FALSE,9.453,9.548,-0.09500000000000064,12.968104411298004,6.82761793045664,6.140486480841364,glo,0.6,23.3,0.61,0.39,17,0.8,0.54,0.46
GFHAH12_2,49,0000001280643203600000018903645064,0,Gain,FALSE,9.684,9.344,0.33999999999999986,4.933472118959107,2.272438356164387,2.6610337627947196,glo,4.5,18.9,0.64,0.36,12.8,3.2,0.64,0.36
GFHAH12_2,49,0000001062720400000012303847062,1,Gain,FALSE,11.48,7.588000000000001,3.8919999999999995,14.350662020905922,1.7933916710595663,12.557270349846355,glo,1,27.2,0.6,0.4,4.7,12.3,0.62,0.38
GFHAH12_2,49,00000013304740600000014803866062,0,Gain,FALSE,9.716000000000001,9.760000000000002,-0.04400000000000048,1.630480032935362,0.8559836065573767,0.7744964263779852,glo,6.6,14.8,0.62,0.38,13.3,7.4,0.4,0.6
GFHAH12_2,49,0000001840365306400000023064231036,0,Gain,FALSE,9.788,10.016,-0.22799999999999976,10.183924805884757,3.947578274760382,6.236346531124376,glo,2.3,23.1,0.64,0.36,18.4,5.3,0.36,0.64
GFHAH12_2,49,0000001110642903600000017903678064,0,Gain,FALSE,8.148,11.436,-3.2880000000000003,1.9013372606774674,2.0551857292759688,-0.15384846859850132,glo,2.9,11.1,0.36,0.64,17.9,7.8,0.36,0.64
GFHAH12_2,49,0000001905820204200000011505576045,0,Gain,FALSE,9.586,9.745000000000001,-0.1590000000000007,8.510244523263088,0.3862981015905582,8.12394642167253,glo,20.2,1.9,0.42,0.58,7.6,11.5,0.45,0.55
GFHAH12_2,49,000000250632203700000020603738063,0,Gain,FALSE,9.715,10.016,-0.30100000000000016,9.123651569737518,6.568504792332268,2.55514677740525,glo,22,2.5,0.37,0.63,20.6,3.8,0.37,0.63
GFHAH12_2,49,0000000204718105300000002066279034,0,Gain,FALSE,9.618,9.687000000000001,-0.06900000000000084,17.90183780411728,8.239303293073192,9.66253451104409,glo,27.9,0.2,0.34,0.66,0.2,18.1,0.47,0.53
GFHAH12_2,49,0000000103612706400000015049213051,1,Gain,FALSE,11.598,8.164,3.434000000000001,8.44721469218831,4.480439000489958,3.966775691698351,glo,21.3,1.5,0.51,0.49,12.7,0.1,0.64,0.36
GFHAH12_2,49,00000016705172049000000185042406,0,Gain,FALSE,8.84,12.045,-3.205,7.037375565610859,1.8724346201743478,5.164940945436512,glo,18.5,2.4,0.4,0.6,16.7,7.2,0.51,0.49
GFHAH12_2,49,000000060471560530000001806424036,0,Gain,FALSE,8.55,12.384,-3.8339999999999996,6.555263157894733,4.527627906976744,2.0276352509179887,glo,15.6,0.6,0.53,0.47,2.4,18,0.36,0.64
GFHAH12_2,49,000000120522004800000016204647054,0,Gain,FALSE,10.224,9.99,0.23399999999999999,8.628582159624413,3.288378378378379,5.340203781246034,glo,1.2,20,0.52,0.48,4.7,16.2,0.54,0.46
GFHAH12_2,49,0000001060459705500000013805562045,1,Gain,FALSE,10.38,10.105,0.27500000000000036,1.3772254335260121,0.019839188520532715,1.3573862450054794,glo,13.8,6.2,0.55,0.45,10.6,9.7,0.45,0.55
GFHAH12_2,49,0000001706182040000001506161039,0,Gain,FALSE,8.3,11.529,-3.228999999999999,7.872289156626502,1.6344920634920623,6.23779709313444,glo,18.2,1.7,0.4,0.6,6.1,15,0.39,0.61
GFHAH12_2,49,0000001140512905000000134054105,0,Gain,FALSE,8.75,12.15,-3.4000000000000004,2.4711428571428575,0.046296296296296294,2.4248465608465612,glo,4.1,13.4,0.5,0.5,12.9,11.4,0.5,0.5
GFHAH12_2,49,0000001750375906300000021803539065,0,Gain,FALSE,10.165,10.192,-0.027000000000001023,7.171005902606988,3.0775054945054934,4.0935004081014945,glo,3.9,21.8,0.65,0.35,5.9,17.5,0.63,0.37
GFHAH12_2,51,00000011104511505500000011905437046,0,Gain,FALSE,8.128000000000002,11.32,-3.1919999999999984,2.0549232283464525,0.0034982332155483378,2.0514249951309043,glo,3.7,11.9,0.46,0.54,11.1,11.5,0.45,0.55
GFHAH12_2,51,0000001110538404700000016204343057,0,Gain,FALSE,9.416999999999998,9.831,-0.4140000000000015,3.6857397260274016,0.18471559353066833,3.5010241324967333,glo,16.2,4.3,0.43,0.57,11.1,8.4,0.53,0.47
GFHAH12_2,51,000000101036980640000001904427056,1,Gain,FALSE,9.872,9.908,-0.03599999999999959,6.631484602917343,0.002092854259187308,6.629391748658156,glo,2.7,19,0.56,0.44,9.8,10.1,0.64,0.36
GFHAH12_2,51,000000060612330390000000804617054,0,Gain,FALSE,9.453,9.548,-0.09500000000000064,12.968104411298004,6.82761793045664,6.140486480841364,glo,0.6,23.3,0.61,0.39,17,0.8,0.54,0.46
GFHAH12_2,51,0000001280643203600000018903645064,0,Gain,FALSE,9.684,9.344,0.33999999999999986,4.933472118959107,2.272438356164387,2.6610337627947196,glo,4.5,18.9,0.64,0.36,12.8,3.2,0.64,0.36
GFHAH12_2,51,0000001062720400000012303847062,0,Gain,FALSE,11.48,7.588000000000001,3.8919999999999995,14.350662020905922,1.7933916710595663,12.557270349846355,glo,1,27.2,0.6,0.4,4.7,12.3,0.62,0.38
GFHAH12_2,51,00000013304740600000014803866062,0,Gain,FALSE,9.716000000000001,9.760000000000002,-0.04400000000000048,1.630480032935362,0.8559836065573767,0.7744964263779852,glo,6.6,14.8,0.62,0.38,13.3,7.4,0.4,0.6
GFHAH12_2,51,0000001840365306400000023064231036,0,Gain,FALSE,9.788,10.016,-0.22799999999999976,10.183924805884757,3.947578274760382,6.236346531124376,glo,2.3,23.1,0.64,0.36,18.4,5.3,0.36,0.64
GFHAH12_2,51,0000001110642903600000017903678064,0,Gain,FALSE,8.148,11.436,-3.2880000000000003,1.9013372606774674,2.0551857292759688,-0.15384846859850132,glo,2.9,11.1,0.36,0.64,17.9,7.8,0.36,0.64
GFHAH12_2,51,0000001905820204200000011505576045,0,Gain,FALSE,9.586,9.745000000000001,-0.1590000000000007,8.510244523263088,0.3862981015905582,8.12394642167253,glo,20.2,1.9,0.42,0.58,7.6,11.5,0.45,0.55
GFHAH12_2,51,000000250632203700000020603738063,0,Gain,FALSE,9.715,10.016,-0.30100000000000016,9.123651569737518,6.568504792332268,2.55514677740525,glo,22,2.5,0.37,0.63,20.6,3.8,0.37,0.63
GFHAH12_2,51,0000000204718105300000002066279034,0,Gain,FALSE,9.618,9.687000000000001,-0.06900000000000084,17.90183780411728,8.239303293073192,9.66253451104409,glo,27.9,0.2,0.34,0.66,0.2,18.1,0.47,0.53
GFHAH12_2,51,0000000103612706400000015049213051,1,Gain,FALSE,11.598,8.164,3.434000000000001,8.44721469218831,4.480439000489958,3.966775691698351,glo,21.3,1.5,0.51,0.49,12.7,0.1,0.64,0.36
GFHAH12_2,51,00000016705172049000000185042406,0,Gain,FALSE,8.84,12.045,-3.205,7.037375565610859,1.8724346201743478,5.164940945436512,glo,18.5,2.4,0.4,0.6,16.7,7.2,0.51,0.49
GFHAH12_2,51,000000060471560530000001806424036,0,Gain,FALSE,8.55,12.384,-3.8339999999999996,6.555263157894733,4.527627906976744,2.0276352509179887,glo,15.6,0.6,0.53,0.47,2.4,18,0.36,0.64
GFHAH12_2,51,000000120522004800000016204647054,0,Gain,FALSE,10.224,9.99,0.23399999999999999,8.628582159624413,3.288378378378379,5.340203781246034,glo,1.2,20,0.52,0.48,4.7,16.2,0.54,0.46
GFHAH12_2,51,0000001060459705500000013805562045,1,Gain,FALSE,10.38,10.105,0.27500000000000036,1.3772254335260121,0.019839188520532715,1.3573862450054794,glo,13.8,6.2,0.55,0.45,10.6,9.7,0.45,0.55
GFHAH12_2,51,0000001706182040000001506161039,0,Gain,FALSE,8.3,11.529,-3.228999999999999,7.872289156626502,1.6344920634920623,6.23779709313444,glo,18.2,1.7,0.4,0.6,6.1,15,0.39,0.61
GFHAH12_2,51,0000001140512905000000134054105,0,Gain,FALSE,8.75,12.15,-3.4000000000000004,2.4711428571428575,0.046296296296296294,2.4248465608465612,glo,4.1,13.4,0.5,0.5,12.9,11.4,0.5,0.5
GFHAH12_2,51,0000001750375906300000021803539065,1,Gain,FALSE,10.165,10.192,-0.027000000000001023,7.171005902606988,3.0775054945054934,4.0935004081014945,glo,3.9,21.8,0.65,0.35,5.9,17.5,0.63,0.37
GHHF16_1,20038,00000018009709100000023803934061,1,Gain,FALSE,11.356,7.99,3.3659999999999997,8.718251497005992,1.2402878598247802,7.477963637181212,glo,3.4,23.8,0.61,0.39,7,18,0.91,0.09
GHHF16_1,20038,000000010619704000000106095257005,0,Gain,FALSE,7.9399999999999995,11.354999999999999,-3.414999999999999,11.611889168765742,0.9538066930867491,10.658082475678993,glo,19.7,0.1,0.4,0.6,25.7,10.6,0.05,0.95
GHHF16_1,20038,00000011059179041000000106092235008,0,Gain,FALSE,7.987999999999999,11.632000000000001,-3.644000000000003,8.547052578868303,1.052938101788167,7.494114477080137,glo,17.9,1.1,0.41,0.59,23.5,10.6,0.08,0.92
GHHF16_1,20038,000000040088409200000013106186039,0,Gain,FALSE,7.760000000000001,11.344999999999999,-3.584999999999998,0.6070103092783486,0.4246342000881473,0.18237610919020136,glo,8.4,0.4,0.92,0.08,8.6,13.1,0.39,0.61
GHHF16_1,20038,0000000100593095000000244043506,1,Gain,FALSE,11.86,8.840000000000002,3.019999999999998,8.839325463743675,0.4547963800904955,8.38452908365318,glo,3.5,24.4,0.6,0.4,9.3,0.1,0.95,0.05
GHHF16_1,20038,000000100437205700000012709161009,0,Gain,FALSE,8.404,12.106,-3.702,0.22865111851499237,0.2946938708078619,-0.06604275229286954,glo,7.2,10,0.57,0.43,6.1,12.7,0.09,0.91
GHHF16_1,20038,000000170088809200000013705398047,0,Gain,FALSE,8.232000000000001,11.867,-3.635,0.45070165208940594,0.3192728575040011,0.13142879458540485,glo,8.8,1.7,0.92,0.08,9.8,13.7,0.47,0.53
GHHF16_1,20038,00000007007123093000000730469054,1,Gain,FALSE,11.488000000000001,8.218,3.2700000000000014,0.7625222841225637,0.08735410075444196,0.6751681833681218,glo,12.3,0.7,0.93,0.07,9,7.3,0.54,0.46
GHHF16_1,20038,000000128058580420000002440079093,1,Gain,FALSE,10.078000000000001,9.86,0.21800000000000175,1.5319622941059716,1.2105882352941197,0.3213740588118519,glo,9,24.4,0.93,0.07,5.8,12.8,0.42,0.58
GHHF16_1,20038,0000001230577304300000029401809,0,Gain,FALSE,10.14,10.15,-0.009999999999999787,4.06473372781065,0.6036945812807879,3.4610391465298624,glo,8,29.4,0.9,0.1,7.3,12.3,0.43,0.57
GHHF16_1,20038,0000001210438705700000022900696094,1,Gain,FALSE,10.398,10.161999999999999,0.23600000000000065,0.9594725908828622,0.2788187364691985,0.6806538544136637,glo,9.6,22.9,0.94,0.06,8.7,12.1,0.57,0.43
GHHF16_1,20038,0000001320575504300000022700986091,1,Gain,FALSE,9.869,9.889,-0.019999999999999574,1.6498671597932921,1.4695094549499452,0.1803577048433469,glo,8.6,22.7,0.91,0.09,5.5,13.2,0.43,0.57
GHHF16_1,20038,0000001710532704700000029800789093,0,Gain,FALSE,10.332,10.363000000000001,-0.031000000000000583,4.999358885017421,2.7440249927627143,2.255333892254707,glo,2.7,17.1,0.47,0.53,8.9,29.8,0.93,0.07
GHHF16_1,20038,000000133052530480000001820089092,1,Gain,FALSE,9.46,9.736,-0.2759999999999998,1.688625792811838,0.639842235004109,1.0487835578077291,glo,5.3,13.3,0.48,0.52,9,18.2,0.92,0.08
GHHF16_1,20038,0000001206527503500000010609429006,0,Gain,FALSE,10.405,10.137999999999998,0.26700000000000124,15.123447861604996,0.32984375616492745,14.793604105440068,glo,27.5,1.2,0.35,0.65,2.9,10.6,0.06,0.94
GHHF16_1,20038,0000000400611209400000018304728053,0,Gain,FALSE,10.084999999999999,10.551999999999998,-0.46699999999999875,5.934186911254342,0.6234359363153934,5.310750974938948,glo,2.8,18.3,0.53,0.47,11.2,0.4,0.94,0.06
GHHF16_1,20038,0000000500810809200000019904321057,0,Gain,FALSE,9.753999999999998,9.976,-0.22200000000000308,7.961603854828791,0.7827008821170804,7.178902972711711,glo,2.1,19.9,0.57,0.43,10.8,0.5,0.92,0.08
GHHF16_1,20038,0000001020922200800000014205344047,0,Gain,FALSE,9.594,9.56,0.03399999999999892,2.493596414425683,0.49271966527196576,2.000876749153717,glo,4.4,14.2,0.47,0.53,2.2,10.2,0.08,0.92
GHHF16_1,20038,0000001060952700500000016204355057,0,Gain,FALSE,10.100999999999999,10.204999999999998,-0.1039999999999992,2.7780911790911818,0.29049240568349205,2.4875987734076896,glo,5.5,16.2,0.57,0.43,2.7,10.6,0.05,0.95
GHHF16_1,20038,000000110371490630000004300898092,0,Gain,FALSE,9.794,9.360000000000001,0.4339999999999993,4.532526444762101,0.23786324786324764,4.294663196898853,glo,14.9,1.1,0.63,0.37,9.8,4.3,0.92,0.08
GHHF16_1,20042,00000018009709100000023803934061,1,Gain,FALSE,11.356,7.99,3.3659999999999997,8.718251497005992,1.2402878598247802,7.477963637181212,glo,3.4,23.8,0.61,0.39,7,18,0.91,0.09
GHHF16_1,20042,000000010619704000000106095257005,0,Gain,FALSE,7.9399999999999995,11.354999999999999,-3.414999999999999,11.611889168765742,0.9538066930867491,10.658082475678993,glo,19.7,0.1,0.4,0.6,25.7,10.6,0.05,0.95
GHHF16_1,20042,00000011059179041000000106092235008,0,Gain,FALSE,7.987999999999999,11.632000000000001,-3.644000000000003,8.547052578868303,1.052938101788167,7.494114477080137,glo,17.9,1.1,0.41,0.59,23.5,10.6,0.08,0.92
GHHF16_1,20042,000000040088409200000013106186039,0,Gain,FALSE,7.760000000000001,11.344999999999999,-3.584999999999998,0.6070103092783486,0.4246342000881473,0.18237610919020136,glo,8.4,0.4,0.92,0.08,8.6,13.1,0.39,0.61
GHHF16_1,20042,0000000100593095000000244043506,1,Gain,FALSE,11.86,8.840000000000002,3.019999999999998,8.839325463743675,0.4547963800904955,8.38452908365318,glo,3.5,24.4,0.6,0.4,9.3,0.1,0.95,0.05
GHHF16_1,20042,000000100437205700000012709161009,0,Gain,FALSE,8.404,12.106,-3.702,0.22865111851499237,0.2946938708078619,-0.06604275229286954,glo,7.2,10,0.57,0.43,6.1,12.7,0.09,0.91
GHHF16_1,20042,000000170088809200000013705398047,0,Gain,FALSE,8.232000000000001,11.867,-3.635,0.45070165208940594,0.3192728575040011,0.13142879458540485,glo,8.8,1.7,0.92,0.08,9.8,13.7,0.47,0.53
GHHF16_1,20042,00000007007123093000000730469054,0,Gain,FALSE,11.488000000000001,8.218,3.2700000000000014,0.7625222841225637,0.08735410075444196,0.6751681833681218,glo,12.3,0.7,0.93,0.07,9,7.3,0.54,0.46
GHHF16_1,20042,000000128058580420000002440079093,1,Gain,FALSE,10.078000000000001,9.86,0.21800000000000175,1.5319622941059716,1.2105882352941197,0.3213740588118519,glo,9,24.4,0.93,0.07,5.8,12.8,0.42,0.58
GHHF16_1,20042,0000001230577304300000029401809,0,Gain,FALSE,10.14,10.15,-0.009999999999999787,4.06473372781065,0.6036945812807879,3.4610391465298624,glo,8,29.4,0.9,0.1,7.3,12.3,0.43,0.57
GHHF16_1,20042,0000001210438705700000022900696094,1,Gain,FALSE,10.398,10.161999999999999,0.23600000000000065,0.9594725908828622,0.2788187364691985,0.6806538544136637,glo,9.6,22.9,0.94,0.06,8.7,12.1,0.57,0.43
GHHF16_1,20042,0000001320575504300000022700986091,1,Gain,FALSE,9.869,9.889,-0.019999999999999574,1.6498671597932921,1.4695094549499452,0.1803577048433469,glo,8.6,22.7,0.91,0.09,5.5,13.2,0.43,0.57
GHHF16_1,20042,0000001710532704700000029800789093,0,Gain,FALSE,10.332,10.363000000000001,-0.031000000000000583,4.999358885017421,2.7440249927627143,2.255333892254707,glo,2.7,17.1,0.47,0.53,8.9,29.8,0.93,0.07
GHHF16_1,20042,000000133052530480000001820089092,0,Gain,FALSE,9.46,9.736,-0.2759999999999998,1.688625792811838,0.639842235004109,1.0487835578077291,glo,5.3,13.3,0.48,0.52,9,18.2,0.92,0.08
GHHF16_1,20042,0000001206527503500000010609429006,0,Gain,FALSE,10.405,10.137999999999998,0.26700000000000124,15.123447861604996,0.32984375616492745,14.793604105440068,glo,27.5,1.2,0.35,0.65,2.9,10.6,0.06,0.94
GHHF16_1,20042,0000000400611209400000018304728053,0,Gain,FALSE,10.084999999999999,10.551999999999998,-0.46699999999999875,5.934186911254342,0.6234359363153934,5.310750974938948,glo,2.8,18.3,0.53,0.47,11.2,0.4,0.94,0.06
GHHF16_1,20042,0000000500810809200000019904321057,0,Gain,FALSE,9.753999999999998,9.976,-0.22200000000000308,7.961603854828791,0.7827008821170804,7.178902972711711,glo,2.1,19.9,0.57,0.43,10.8,0.5,0.92,0.08
GHHF16_1,20042,0000001020922200800000014205344047,0,Gain,FALSE,9.594,9.56,0.03399999999999892,2.493596414425683,0.49271966527196576,2.000876749153717,glo,4.4,14.2,0.47,0.53,2.2,10.2,0.08,0.92
GHHF16_1,20042,0000001060952700500000016204355057,0,Gain,FALSE,10.100999999999999,10.204999999999998,-0.1039999999999992,2.7780911790911818,0.29049240568349205,2.4875987734076896,glo,5.5,16.2,0.57,0.43,2.7,10.6,0.05,0.95
GHHF16_1,20042,000000110371490630000004300898092,0,Gain,FALSE,9.794,9.360000000000001,0.4339999999999993,4.532526444762101,0.23786324786324764,4.294663196898853,glo,14.9,1.1,0.63,0.37,9.8,4.3,0.92,0.08
GHHF16_1,20046,00000018009709100000023803934061,0,Gain,FALSE,11.356,7.99,3.3659999999999997,8.718251497005992,1.2402878598247802,7.477963637181212,glo,3.4,23.8,0.61,0.39,7,18,0.91,0.09
GHHF16_1,20046,000000010619704000000106095257005,0,Gain,FALSE,7.9399999999999995,11.354999999999999,-3.414999999999999,11.611889168765742,0.9538066930867491,10.658082475678993,glo,19.7,0.1,0.4,0.6,25.7,10.6,0.05,0.95
GHHF16_1,20046,00000011059179041000000106092235008,0,Gain,FALSE,7.987999999999999,11.632000000000001,-3.644000000000003,8.547052578868303,1.052938101788167,7.494114477080137,glo,17.9,1.1,0.41,0.59,23.5,10.6,0.08,0.92
GHHF16_1,20046,000000040088409200000013106186039,0,Gain,FALSE,7.760000000000001,11.344999999999999,-3.584999999999998,0.6070103092783486,0.4246342000881473,0.18237610919020136,glo,8.4,0.4,0.92,0.08,8.6,13.1,0.39,0.61
GHHF16_1,20046,0000000100593095000000244043506,0,Gain,FALSE,11.86,8.840000000000002,3.019999999999998,8.839325463743675,0.4547963800904955,8.38452908365318,glo,3.5,24.4,0.6,0.4,9.3,0.1,0.95,0.05
GHHF16_1,20046,000000100437205700000012709161009,0,Gain,FALSE,8.404,12.106,-3.702,0.22865111851499237,0.2946938708078619,-0.06604275229286954,glo,7.2,10,0.57,0.43,6.1,12.7,0.09,0.91
GHHF16_1,20046,000000170088809200000013705398047,0,Gain,FALSE,8.232000000000001,11.867,-3.635,0.45070165208940594,0.3192728575040011,0.13142879458540485,glo,8.8,1.7,0.92,0.08,9.8,13.7,0.47,0.53
GHHF16_1,20046,00000007007123093000000730469054,0,Gain,FALSE,11.488000000000001,8.218,3.2700000000000014,0.7625222841225637,0.08735410075444196,0.6751681833681218,glo,12.3,0.7,0.93,0.07,9,7.3,0.54,0.46
GHHF16_1,20046,000000128058580420000002440079093,1,Gain,FALSE,10.078000000000001,9.86,0.21800000000000175,1.5319622941059716,1.2105882352941197,0.3213740588118519,glo,9,24.4,0.93,0.07,5.8,12.8,0.42,0.58
GHHF16_1,20046,0000001230577304300000029401809,1,Gain,FALSE,10.14,10.15,-0.009999999999999787,4.06473372781065,0.6036945812807879,3.4610391465298624,glo,8,29.4,0.9,0.1,7.3,12.3,0.43,0.57
GHHF16_1,20046,0000001210438705700000022900696094,1,Gain,FALSE,10.398,10.161999999999999,0.23600000000000065,0.9594725908828622,0.2788187364691985,0.6806538544136637,glo,9.6,22.9,0.94,0.06,8.7,12.1,0.57,0.43
GHHF16_1,20046,0000001320575504300000022700986091,1,Gain,FALSE,9.869,9.889,-0.019999999999999574,1.6498671597932921,1.4695094549499452,0.1803577048433469,glo,8.6,22.7,0.91,0.09,5.5,13.2,0.43,0.57
GHHF16_1,20046,0000001710532704700000029800789093,0,Gain,FALSE,10.332,10.363000000000001,-0.031000000000000583,4.999358885017421,2.7440249927627143,2.255333892254707,glo,2.7,17.1,0.47,0.53,8.9,29.8,0.93,0.07
GHHF16_1,20046,000000133052530480000001820089092,0,Gain,FALSE,9.46,9.736,-0.2759999999999998,1.688625792811838,0.639842235004109,1.0487835578077291,glo,5.3,13.3,0.48,0.52,9,18.2,0.92,0.08
GHHF16_1,20046,0000001206527503500000010609429006,0,Gain,FALSE,10.405,10.137999999999998,0.26700000000000124,15.123447861604996,0.32984375616492745,14.793604105440068,glo,27.5,1.2,0.35,0.65,2.9,10.6,0.06,0.94
GHHF16_1,20046,0000000400611209400000018304728053,1,Gain,FALSE,10.084999999999999,10.551999999999998,-0.46699999999999875,5.934186911254342,0.6234359363153934,5.310750974938948,glo,2.8,18.3,0.53,0.47,11.2,0.4,0.94,0.06
GHHF16_1,20046,0000000500810809200000019904321057,1,Gain,FALSE,9.753999999999998,9.976,-0.22200000000000308,7.961603854828791,0.7827008821170804,7.178902972711711,glo,2.1,19.9,0.57,0.43,10.8,0.5,0.92,0.08
GHHF16_1,20046,0000001020922200800000014205344047,0,Gain,FALSE,9.594,9.56,0.03399999999999892,2.493596414425683,0.49271966527196576,2.000876749153717,glo,4.4,14.2,0.47,0.53,2.2,10.2,0.08,0.92
GHHF16_1,20046,0000001060952700500000016204355057,0,Gain,FALSE,10.100999999999999,10.204999999999998,-0.1039999999999992,2.7780911790911818,0.29049240568349205,2.4875987734076896,glo,5.5,16.2,0.57,0.43,2.7,10.6,0.05,0.95
GHHF16_1,20046,000000110371490630000004300898092,0,Gain,FALSE,9.794,9.360000000000001,0.4339999999999993,4.532526444762101,0.23786324786324764,4.294663196898853,glo,14.9,1.1,0.63,0.37,9.8,4.3,0.92,0.08
GHHF16_1,20047,00000018009709100000023803934061,0,Gain,FALSE,11.356,7.99,3.3659999999999997,8.718251497005992,1.2402878598247802,7.477963637181212,glo,3.4,23.8,0.61,0.39,7,18,0.91,0.09
GHHF16_1,20047,000000010619704000000106095257005,0,Gain,FALSE,7.9399999999999995,11.354999999999999,-3.414999999999999,11.611889168765742,0.9538066930867491,10.658082475678993,glo,19.7,0.1,0.4,0.6,25.7,10.6,0.05,0.95
GHHF16_1,20047,00000011059179041000000106092235008,0,Gain,FALSE,7.987999999999999,11.632000000000001,-3.644000000000003,8.547052578868303,1.052938101788167,7.494114477080137,glo,17.9,1.1,0.41,0.59,23.5,10.6,0.08,0.92
GHHF16_1,20047,000000040088409200000013106186039,0,Gain,FALSE,7.760000000000001,11.344999999999999,-3.584999999999998,0.6070103092783486,0.4246342000881473,0.18237610919020136,glo,8.4,0.4,0.92,0.08,8.6,13.1,0.39,0.61
GHHF16_1,20047,0000000100593095000000244043506,0,Gain,FALSE,11.86,8.840000000000002,3.019999999999998,8.839325463743675,0.4547963800904955,8.38452908365318,glo,3.5,24.4,0.6,0.4,9.3,0.1,0.95,0.05
GHHF16_1,20047,000000100437205700000012709161009,0,Gain,FALSE,8.404,12.106,-3.702,0.22865111851499237,0.2946938708078619,-0.06604275229286954,glo,7.2,10,0.57,0.43,6.1,12.7,0.09,0.91
GHHF16_1,20047,000000170088809200000013705398047,0,Gain,FALSE,8.232000000000001,11.867,-3.635,0.45070165208940594,0.3192728575040011,0.13142879458540485,glo,8.8,1.7,0.92,0.08,9.8,13.7,0.47,0.53
GHHF16_1,20047,00000007007123093000000730469054,1,Gain,FALSE,11.488000000000001,8.218,3.2700000000000014,0.7625222841225637,0.08735410075444196,0.6751681833681218,glo,12.3,0.7,0.93,0.07,9,7.3,0.54,0.46
GHHF16_1,20047,000000128058580420000002440079093,1,Gain,FALSE,10.078000000000001,9.86,0.21800000000000175,1.5319622941059716,1.2105882352941197,0.3213740588118519,glo,9,24.4,0.93,0.07,5.8,12.8,0.42,0.58
GHHF16_1,20047,0000001230577304300000029401809,1,Gain,FALSE,10.14,10.15,-0.009999999999999787,4.06473372781065,0.6036945812807879,3.4610391465298624,glo,8,29.4,0.9,0.1,7.3,12.3,0.43,0.57
GHHF16_1,20047,0000001210438705700000022900696094,1,Gain,FALSE,10.398,10.161999999999999,0.23600000000000065,0.9594725908828622,0.2788187364691985,0.6806538544136637,glo,9.6,22.9,0.94,0.06,8.7,12.1,0.57,0.43
GHHF16_1,20047,0000001320575504300000022700986091,1,Gain,FALSE,9.869,9.889,-0.019999999999999574,1.6498671597932921,1.4695094549499452,0.1803577048433469,glo,8.6,22.7,0.91,0.09,5.5,13.2,0.43,0.57
GHHF16_1,20047,000000133052530480000001820089092,0,Gain,FALSE,9.46,9.736,-0.2759999999999998,1.688625792811838,0.639842235004109,1.0487835578077291,glo,5.3,13.3,0.48,0.52,9,18.2,0.92,0.08
GHHF16_1,20047,0000001206527503500000010609429006,0,Gain,FALSE,10.405,10.137999999999998,0.26700000000000124,15.123447861604996,0.32984375616492745,14.793604105440068,glo,27.5,1.2,0.35,0.65,2.9,10.6,0.06,0.94
GHHF16_1,20047,0000000400611209400000018304728053,0,Gain,FALSE,10.084999999999999,10.551999999999998,-0.46699999999999875,5.934186911254342,0.6234359363153934,5.310750974938948,glo,2.8,18.3,0.53,0.47,11.2,0.4,0.94,0.06
